id,color_hex,brand,product_line,shade_name,product_type,color_rgb,color_hsl,color_lab_l,color_lab_a,color_lab_b,brightness,saturation,hue_degree,undertone,undertone_confidence,color_depth,color_family,color_family_confidence,finish,finish_confidence,recommended_skin_undertone,recommended_skin_depth,seasonal_palette
rimmel-200-it-s-a-keeper,#b65c7c,Rimmel,The Only 1 Lipstick,200 It's A Keeper,lipstick,"{""r"":182,""g"":92,""b"":124}","{""h"":338.67,""s"":38.14,""l"":53.73}",50.7538,39.966,-1.0701,50.75,38.14,338.67,cool,0.99,medium,mauve,0.4713,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-500-revolution-red,#cb1d4b,Rimmel,The Only 1 Lipstick,500 Revolution Red,lipstick,"{""r"":203,""g"":29,""b"":75}","{""h"":344.14,""s"":75.0,""l"":45.49}",44.358,65.8236,20.3423,44.36,75.0,344.14,warm,0.6808,medium,red,0.7543,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-510-best-of-the-best,#bb1944,Rimmel,The Only 1 Lipstick,510 Best Of The Best,lipstick,"{""r"":187,""g"":25,""b"":68}","{""h"":344.07,""s"":76.42,""l"":41.57}",40.7043,62.0532,19.3214,40.7,76.42,344.07,warm,0.6808,deep,wine,0.65,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",winter
rimmel-610-cheeky-coral,#ce4162,Rimmel,The Only 1 Lipstick,610 Cheeky Coral,lipstick,"{""r"":206,""g"":65,""b"":98}","{""h"":345.96,""s"":59.0,""l"":53.14}",49.2382,57.5268,12.9227,49.24,59.0,345.96,warm,0.99,medium,coral,0.5357,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
rimmel-620-call-me-crazy,#cc2610,Rimmel,The Only 1 Lipstick,620 Call Me Crazy,lipstick,"{""r"":204,""g"":38,""b"":16}","{""h"":7.02,""s"":85.45,""l"":43.14}",44.611,62.0329,52.7097,44.61,85.45,7.02,warm,0.99,medium,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-700-naughty-nude,#b16970,Rimmel,The Only 1 Lipstick,700 Naughty Nude,lipstick,"{""r"":177,""g"":105,""b"":112}","{""h"":354.17,""s"":31.58,""l"":55.29}",52.5336,29.6238,8.5348,52.53,31.58,354.17,neutral,0.99,medium,nude,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-710-easy-does-it,#984e59,Rimmel,The Only 1 Lipstick,710 Easy Does It,lipstick,"{""r"":152,""g"":78,""b"":89}","{""h"":351.08,""s"":32.17,""l"":45.1}",42.532,32.0328,7.745,42.53,32.17,351.08,neutral,0.99,medium,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rimmel-800-under-my-spell,#800062,Rimmel,The Only 1 Lipstick,800 Under My Spell,lipstick,"{""r"":128,""g"":0,""b"":98}","{""h"":314.06,""s"":100.0,""l"":25.1}",28.0401,54.6228,-20.0227,28.04,100.0,314.06,cool,0.99,deep,plum,0.99,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",winter
rimmel-810-one-of-a-kind,#b60046,Rimmel,The Only 1 Lipstick,810 One-Of-A-Kind,lipstick,"{""r"":182,""g"":0,""b"":70}","{""h"":336.92,""s"":100.0,""l"":35.69}",38.5344,64.2984,14.9692,38.53,100.0,336.92,warm,0.6808,deep,rose,0.99,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-210-mauve-ment,#bc6869,Rimmel,The Only 1 Lipstick,210 Mauve-Ment,lipstick,"{""r"":188,""g"":104,""b"":105}","{""h"":359.29,""s"":38.53,""l"":57.25}",53.6156,33.5761,14.3848,53.62,38.53,359.29,cool,0.5782,medium,mauve,0.45,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-760-ain-t-no-other,#ac615a,Rimmel,The Only 1 Lipstick,760 Ain't No Other,lipstick,"{""r"":172,""g"":97,""b"":90}","{""h"":5.12,""s"":33.06,""l"":51.37}",49.5693,29.5591,17.3253,49.57,33.06,5.12,warm,0.99,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rimmel-040,#f4c0a7,Rimmel,Lasting Finish By Kate Nude Collection,040,lipstick,"{""r"":244,""g"":192,""b"":167}","{""h"":19.48,""s"":77.78,""l"":80.59}",81.6888,15.1881,19.7252,81.69,77.78,19.48,warm,0.75,fair,nude,0.4756,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium""]",spring
rimmel-042,#c78173,Rimmel,Lasting Finish By Kate Nude Collection,042,lipstick,"{""r"":199,""g"":129,""b"":115}","{""h"":10.0,""s"":42.86,""l"":61.57}",60.8549,25.3949,18.7946,60.85,42.86,10.0,warm,0.6722,light,nude,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
rimmel-043,#b5745d,Rimmel,Lasting Finish By Kate Nude Collection,043,lipstick,"{""r"":181,""g"":116,""b"":93}","{""h"":15.68,""s"":37.29,""l"":53.73}",55.1825,22.99,23.3027,55.18,37.29,15.68,warm,0.6722,medium,nude,0.99,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
rimmel-045,#db7d80,Rimmel,Lasting Finish By Kate Nude Collection,045,lipstick,"{""r"":219,""g"":125,""b"":128}","{""h"":358.09,""s"":56.63,""l"":67.45}",62.7512,36.6353,14.4183,62.75,56.63,358.09,warm,0.5468,light,nude,0.5167,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
rimmel-048,#654b4a,Rimmel,Lasting Finish By Kate Nude Collection,048,lipstick,"{""r"":101,""g"":75,""b"":74}","{""h"":2.22,""s"":15.43,""l"":34.31}",34.5872,10.8489,4.8805,34.59,15.43,2.22,neutral,0.99,deep,nude,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""medium"",""tan"",""deep""]",autumn
rimmel-100-nudeshock,#e7868d,Rimmel,Moisture Renew Lipstick,100 NUDESHOCK,lipstick,"{""r"":231,""g"":134,""b"":141}","{""h"":355.67,""s"":66.9,""l"":71.57}",66.4941,37.8088,12.527,66.49,66.9,355.67,warm,0.99,light,red,0.5167,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rimmel-120-brixton-lights,#f7adc5,Rimmel,Moisture Renew Lipstick,120 BRIXTON LIGHTS,lipstick,"{""r"":247,""g"":173,""b"":197}","{""h"":340.54,""s"":82.22,""l"":82.35}",78.2841,30.4289,-1.2624,78.28,82.22,340.54,cool,0.99,fair,pink,0.5611,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium""]",summer
rimmel-126-pink-lane,#b05370,Rimmel,Moisture Renew Lipstick,126 PINK LANE,lipstick,"{""r"":176,""g"":83,""b"":112}","{""h"":341.29,""s"":37.05,""l"":50.78}",47.7377,40.9623,1.635,47.74,37.05,341.29,cool,0.99,medium,pink,0.4661,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-140-rose-records,#c73f71,Rimmel,Moisture Renew Lipstick,140 ROSE RECORDS,lipstick,"{""r"":199,""g"":63,""b"":113}","{""h"":337.94,""s"":54.84,""l"":51.37}",48.1248,57.5293,2.0499,48.12,54.84,337.94,neutral,0.7833,medium,rose,0.7278,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rimmel-205-pink-bang,#d70761,Rimmel,Moisture Renew Lipstick,205 PINK BANG,lipstick,"{""r"":215,""g"":7,""b"":97}","{""h"":334.04,""s"":93.69,""l"":43.53}",46.267,73.025,9.6408,46.27,93.69,334.04,cool,0.65,medium,pink,0.99,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",winter
rimmel-370-pink-fame,#ac0053,Rimmel,Moisture Renew Lipstick,370 PINK FAME,lipstick,"{""r"":172,""g"":0,""b"":83}","{""h"":331.05,""s"":100.0,""l"":33.73}",36.7395,62.8389,3.7516,36.74,100.0,331.05,cool,0.85,deep,pink,0.99,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",winter
rimmel-107,#9e004f,Rimmel,Lasting Finish Matte by Kate Moss,107,lipstick,"{""r"":158,""g"":0,""b"":79}","{""h"":330.0,""s"":100.0,""l"":30.98}",33.6388,59.2886,1.4998,33.64,100.0,330.0,cool,0.99,deep,plum,0.99,matte,0.99,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",winter
rimmel-110,#ef404e,Rimmel,Lasting Finish Matte by Kate Moss,110,lipstick,"{""r"":239,""g"":64,""b"":78}","{""h"":355.2,""s"":84.54,""l"":59.41}",54.6302,66.4988,33.0089,54.63,84.54,355.2,warm,0.99,medium,red,0.65,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rimmel-111,#9e003f,Rimmel,Lasting Finish Matte by Kate Moss,111,lipstick,"{""r"":158,""g"":0,""b"":63}","{""h"":336.08,""s"":100.0,""l"":30.98}",33.2009,58.1249,11.4177,33.2,100.0,336.08,cool,0.65,deep,rose,0.99,matte,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-101,#c97587,Rimmel,Lasting Finish Matte by Kate Moss,101,lipstick,"{""r"":201,""g"":117,""b"":135}","{""h"":347.14,""s"":43.75,""l"":62.35}",58.8744,35.0435,4.5802,58.87,43.75,347.14,cool,0.7,light,rose,0.4713,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
rimmel-113,#e19a84,Rimmel,Lasting Finish Matte by Kate Moss,113,lipstick,"{""r"":225,""g"":154,""b"":132}","{""h"":14.19,""s"":60.78,""l"":70.0}",70.0272,23.9456,22.3092,70.03,60.78,14.19,warm,0.99,light,coral,0.99,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
rimmel-20,#c31a65,Rimmel,Kate Spring Lipstick Collection,20,lipstick,"{""r"":195,""g"":26,""b"":101}","{""h"":333.37,""s"":76.47,""l"":43.33}",43.1882,66.2013,2.2086,43.19,76.47,333.37,cool,0.85,medium,rose,0.35,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-22,#a61b33,Rimmel,Kate Spring Lipstick Collection,22,lipstick,"{""r"":166,""g"":27,""b"":51}","{""h"":349.64,""s"":72.02,""l"":37.84}",36.2382,54.9779,23.5033,36.24,72.02,349.64,warm,0.6808,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-coral-in-gold,#f4846c,Rimmel,Lasting Finish Lipstick,Coral in Gold,lipstick,"{""r"":244,""g"":132,""b"":108}","{""h"":10.59,""s"":86.08,""l"":69.02}",67.1444,40.5362,32.0825,67.14,86.08,10.59,warm,0.99,light,coral,0.99,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
rimmel-nude-pink,#f69687,Rimmel,Lasting Finish Lipstick,Nude Pink,lipstick,"{""r"":246,""g"":150,""b"":135}","{""h"":8.11,""s"":86.05,""l"":74.71}",71.6631,34.431,23.2958,71.66,86.05,8.11,warm,0.75,light,nude,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
rimmel-alarm,#c4122f,Rimmel,Lasting Finish Lipstick,Alarm,lipstick,"{""r"":196,""g"":18,""b"":47}","{""h"":350.22,""s"":83.18,""l"":41.96}",41.81,64.6264,34.081,41.81,83.18,350.22,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-coffee-shimmer,#916c72,Rimmel,Lasting Finish Lipstick,Coffee Shimmer,lipstick,"{""r"":145,""g"":108,""b"":114}","{""h"":350.27,""s"":14.62,""l"":49.61}",49.4484,15.6714,2.4184,49.45,14.62,350.27,neutral,0.8944,medium,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rimmel-birthday-suit,#cc8d78,Rimmel,Lasting Finish Lipstick,Birthday Suit,lipstick,"{""r"":204,""g"":141,""b"":120}","{""h"":15.0,""s"":45.16,""l"":63.53}",64.3595,21.3779,20.8531,64.36,45.16,15.0,warm,0.99,light,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rimmel-starry-eyed,#86312c,Rimmel,Lasting Finish Lipstick,Starry Eyed,lipstick,"{""r"":134,""g"":49,""b"":44}","{""h"":3.33,""s"":50.56,""l"":34.9}",32.8065,36.1036,22.2974,32.81,50.56,3.33,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rimmel-amethyst-shimmer,#b74b76,Rimmel,Lasting Finish Lipstick,Amethyst Shimmer,lipstick,"{""r"":183,""g"":75,""b"":118}","{""h"":336.11,""s"":42.86,""l"":50.59}",47.508,47.9615,-2.2072,47.51,42.86,336.11,cool,0.99,medium,mauve,0.4786,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-heather-shimmer,#a65265,Rimmel,Lasting Finish Lipstick,Heather Shimmer,lipstick,"{""r"":166,""g"":82,""b"":101}","{""h"":346.43,""s"":33.87,""l"":48.63}",45.748,36.5632,5.2533,45.75,33.87,346.43,cool,0.7,medium,dusty-rose,0.4935,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-asia,#af6571,Rimmel,Lasting Finish Lipstick,Asia,lipstick,"{""r"":175,""g"":101,""b"":113}","{""h"":350.27,""s"":31.62,""l"":54.12}",51.3999,31.1807,6.2935,51.4,31.62,350.27,neutral,0.99,medium,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rimmel-sugar-plum,#d15981,Rimmel,Lasting Finish Lipstick,Sugar Plum,lipstick,"{""r"":209,""g"":89,""b"":129}","{""h"":340.0,""s"":56.6,""l"":58.43}",54.332,51.1931,1.6607,54.33,56.6,340.0,cool,0.99,medium,plum,0.5056,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",winter
rimmel-drop-of-sherry,#a74e6a,Rimmel,Lasting Finish Lipstick,Drop of Sherry,lipstick,"{""r"":167,""g"":78,""b"":106}","{""h"":341.12,""s"":36.33,""l"":48.04}",45.2302,39.6064,1.4744,45.23,36.33,341.12,cool,0.99,medium,mauve,0.4713,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-100-hella-pink,#c76475,Rimmel,Lasting Finish Extreme Lipstick,100 Hella Pink,lipstick,"{""r"":199,""g"":100,""b"":117}","{""h"":349.7,""s"":46.92,""l"":58.63}",54.5994,41.0573,8.9353,54.6,46.92,349.7,cool,0.7,medium,pink,0.45,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-130-buzz-n,#c0005f,Rimmel,Lasting Finish Extreme Lipstick,130 Buzz'n,lipstick,"{""r"":192,""g"":0,""b"":95}","{""h"":330.31,""s"":100.0,""l"":37.65}",41.2737,68.3066,3.1416,41.27,100.0,330.31,cool,0.85,deep,rose,0.35,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-200-blush-touch,#c76475,Rimmel,Lasting Finish Extreme Lipstick,200 Blush Touch,lipstick,"{""r"":199,""g"":100,""b"":117}","{""h"":349.7,""s"":46.92,""l"":58.63}",54.5994,41.0573,8.9353,54.6,46.92,349.7,cool,0.7,medium,pink,0.45,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-210-mauve-maxx,#a14b5c,Rimmel,Lasting Finish Extreme Lipstick,210 Mauve Maxx,lipstick,"{""r"":161,""g"":75,""b"":92}","{""h"":348.14,""s"":36.44,""l"":46.27}",43.3361,37.3463,7.2252,43.34,36.44,348.14,cool,0.99,medium,mauve,0.581,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rimmel-550-thirsty-bae,#840715,Rimmel,Lasting Finish Extreme Lipstick,550 Thirsty Bae,lipstick,"{""r"":132,""g"":7,""b"":21}","{""h"":353.28,""s"":89.93,""l"":27.25}",27.0551,48.3029,29.9229,27.06,89.93,353.28,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-610-lit-,#ee2346,Rimmel,Lasting Finish Extreme Lipstick,610 Lit!,lipstick,"{""r"":238,""g"":35,""b"":70}","{""h"":349.66,""s"":85.65,""l"":53.53}",51.6415,73.4284,34.0113,51.64,85.65,349.66,warm,0.6808,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rimmel-800-salty,#7d002e,Rimmel,Lasting Finish Extreme Lipstick,800 Salty,lipstick,"{""r"":125,""g"":0,""b"":46}","{""h"":337.92,""s"":100.0,""l"":24.51}",25.4385,48.8732,11.0874,25.44,100.0,337.92,cool,0.65,deep,rose,0.99,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rimmel-825-extra,#915ca6,Rimmel,Lasting Finish Extreme Lipstick,825 Extra,lipstick,"{""r"":145,""g"":92,""b"":166}","{""h"":282.97,""s"":29.37,""l"":50.59}",47.5308,34.9408,-31.3503,47.53,29.37,282.97,cool,0.99,medium,plum,0.99,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",winter
rituel-de-fille-carnal,#964a4f,Rituel de Fille,Forbidden Lipstick,Carnal,lipstick,"{""r"":150,""g"":74,""b"":79}","{""h"":356.05,""s"":33.93,""l"":43.92}",41.133,32.3152,11.9163,41.13,33.93,356.05,neutral,0.5409,deep,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rituel-de-fille-ravenous,#330d0b,Rituel de Fille,Forbidden Lipstick,Ravenous,lipstick,"{""r"":51,""g"":13,""b"":11}","{""h"":3.0,""s"":64.52,""l"":12.16}",9.1243,19.036,9.5811,9.12,64.52,3.0,neutral,0.99,deep,red,0.65,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rituel-de-fille-conjurer,#653b45,Rituel de Fille,Forbidden Lipstick,Conjurer,lipstick,"{""r"":101,""g"":59,""b"":69}","{""h"":345.71,""s"":26.25,""l"":31.37}",30.2178,19.9558,1.809,30.22,26.25,345.71,cool,0.99,deep,rose,0.4713,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rituel-de-fille-fortune-teller,#3a010a,Rituel de Fille,Forbidden Lipstick,Fortune Teller,lipstick,"{""r"":58,""g"":1,""b"":10}","{""h"":350.53,""s"":96.61,""l"":11.57}",8.5113,27.8882,9.3271,8.51,96.61,350.53,neutral,0.95,deep,red,0.65,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rituel-de-fille-written-in-blood,#9f0209,Rituel de Fille,Forbidden Lipstick,Written in Blood,lipstick,"{""r"":159,""g"":2,""b"":9}","{""h"":357.32,""s"":97.52,""l"":31.57}",32.7808,56.1085,43.1142,32.78,97.52,357.32,warm,0.99,deep,red,0.45,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rituel-de-fille-love-in-madness,#970c30,Rituel de Fille,Forbidden Lipstick,Love in Madness,lipstick,"{""r"":151,""g"":12,""b"":48}","{""h"":344.46,""s"":85.28,""l"":31.96}",31.9382,53.7885,19.359,31.94,85.28,344.46,warm,0.6808,deep,wine,0.65,satin,0.5088,"[""warm"",""neutral""]","[""medium"",""tan"",""deep""]",winter
rituel-de-fille-oracle,#a56661,Rituel de Fille,Forbidden Lipstick,Oracle,lipstick,"{""r"":165,""g"":102,""b"":97}","{""h"":4.41,""s"":27.42,""l"":51.37}",49.9382,24.7529,13.5384,49.94,27.42,4.41,warm,0.99,medium,rose,0.5198,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rituel-de-fille-prey,#9e6973,Rituel de Fille,Forbidden Lipstick,Prey,lipstick,"{""r"":158,""g"":105,""b"":115}","{""h"":348.68,""s"":21.46,""l"":51.57}",50.2295,22.6685,3.1432,50.23,21.46,348.68,neutral,0.5804,medium,dusty-rose,0.4935,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rituel-de-fille-hex,#b9717e,Rituel de Fille,Forbidden Lipstick,Hex,lipstick,"{""r"":185,""g"":113,""b"":126}","{""h"":349.17,""s"":33.96,""l"":58.43}",55.7186,30.0845,5.0041,55.72,33.96,349.17,cool,0.7,medium,dusty-rose,0.4935,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
rituel-de-fille-shadow-self,#121325,Rituel de Fille,Forbidden Lipstick,Shadow Self,lipstick,"{""r"":18,""g"":19,""b"":37}","{""h"":236.84,""s"":34.55,""l"":10.78}",6.5749,5.093,-12.4699,6.57,34.55,236.84,cool,0.99,deep,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rituel-de-fille-chrysalis,#181f1d,Rituel de Fille,Forbidden Lipstick,Chrysalis,lipstick,"{""r"":24,""g"":31,""b"":29}","{""h"":162.86,""s"":12.73,""l"":10.78}",11.0131,-3.7372,0.3006,11.01,12.73,162.86,cool,0.6265,deep,rose,0.35,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rituel-de-fille-narcissus,#d97661,Rituel de Fille,Enchanted Lip Sheer,Narcissus,lipstick,"{""r"":217,""g"":118,""b"":97}","{""h"":10.5,""s"":61.22,""l"":61.57}",60.4052,36.5838,28.7603,60.41,61.22,10.5,warm,0.99,light,coral,0.7227,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
rituel-de-fille-moonseed,#170407,Rituel de Fille,Enchanted Lip Sheer,Moonseed,lipstick,"{""r"":23,""g"":4,""b"":7}","{""h"":350.53,""s"":70.37,""l"":5.29}",2.5688,6.753,1.097,2.57,70.37,350.53,cool,0.99,deep,red,0.65,sheer,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rituel-de-fille-black-locust,#332625,Rituel de Fille,Enchanted Lip Sheer,Black Locust,lipstick,"{""r"":51,""g"":38,""b"":37}","{""h"":4.29,""s"":15.91,""l"":17.25}",16.62,5.9276,3.0084,16.62,15.91,4.29,neutral,0.8944,deep,rose,0.5409,sheer,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rituel-de-fille-whitethorn,#dc6260,Rituel de Fille,Enchanted Lip Sheer,Whitethorn,lipstick,"{""r"":220,""g"":98,""b"":96}","{""h"":0.97,""s"":63.92,""l"":61.96}",56.8799,47.6166,24.8173,56.88,63.92,0.97,warm,0.99,medium,red,0.65,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rituel-de-fille-bittersweet,#ef574c,Rituel de Fille,Enchanted Lip Sheer,Bittersweet,lipstick,"{""r"":239,""g"":87,""b"":76}","{""h"":4.05,""s"":83.59,""l"":61.76}",57.746,57.8,37.9079,57.75,83.59,4.05,warm,0.99,medium,red,0.65,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rituel-de-fille-bloodroot,#e91117,Rituel de Fille,Enchanted Lip Sheer,Bloodroot,lipstick,"{""r"":233,""g"":17,""b"":23}","{""h"":358.33,""s"":86.4,""l"":49.02}",49.2432,73.5898,55.9755,49.24,86.4,358.33,warm,0.99,medium,red,0.65,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rituel-de-fille-devil-s-claw,#cc1d18,Rituel de Fille,Enchanted Lip Sheer,Devil's Claw,lipstick,"{""r"":204,""g"":29,""b"":24}","{""h"":1.67,""s"":78.95,""l"":44.71}",43.925,64.2231,48.9954,43.92,78.95,1.67,warm,0.99,medium,red,0.65,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rituel-de-fille-rue,#e22e57,Rituel de Fille,Enchanted Lip Sheer,Rue,lipstick,"{""r"":226,""g"":46,""b"":87}","{""h"":346.33,""s"":75.63,""l"":53.33}",50.4713,68.6478,21.8739,50.47,75.63,346.33,warm,0.6808,medium,red,0.65,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rituel-de-fille-datura,#fa6e7d,Rituel de Fille,Enchanted Lip Sheer,Datura,lipstick,"{""r"":250,""g"":110,""b"":125}","{""h"":353.57,""s"":93.33,""l"":70.59}",64.1303,54.7247,18.708,64.13,93.33,353.57,warm,0.99,light,red,0.5167,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
rituel-de-fille-love-ache,#d81b2b,Rituel de Fille,Enchanted Lip Sheer,Love-Ache,lipstick,"{""r"":216,""g"":27,""b"":43}","{""h"":354.92,""s"":77.78,""l"":47.65}",46.3947,68.2461,42.4831,46.39,77.78,354.92,warm,0.99,medium,red,0.65,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rituel-de-fille-swarm,#31080b,Rituel de Fille,Enchanted Lip Sheer,Swarm,lipstick,"{""r"":49,""g"":8,""b"":11}","{""h"":355.61,""s"":71.93,""l"":11.18}",7.687,20.8732,7.4413,7.69,71.93,355.61,neutral,0.99,deep,red,0.65,sheer,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
rms-beauty-temptation,#b64e55,rms beauty,Wild With Desire Lipstick,temptation,lipstick,"{""r"":182,""g"":78,""b"":85}","{""h"":355.96,""s"":41.6,""l"":50.98}",47.0434,42.7797,17.1404,47.04,41.6,355.96,warm,0.99,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
rms-beauty-flight-of-fancy,#f15f53,rms beauty,Wild With Desire Lipstick,flight of fancy,lipstick,"{""r"":241,""g"":95,""b"":83}","{""h"":4.56,""s"":84.95,""l"":63.53}",59.4484,55.4279,36.1382,59.45,84.95,4.56,warm,0.99,light,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
